0.0,4024.0
1.0,3937.5155934539002
2.0,3926.5712251455066
3.0,3923.9592002283657
4.0,3703.5532019932657
5.0,3628.2048659460283
6.0,3704.8638479951574
7.0,3561.7670939069712
8.0,3382.4543668019837
9.0,3392.494515420989
10.0,3232.4320170013807
11.0,3157.03141244148
12.0,3141.3313451803965
13.0,2885.4972341079215
14.0,2826.637540473832
15.0,2848.6025995411146
16.0,2736.511551649972
17.0,2770.4600397599684
18.0,2595.848595654344
19.0,2480.8109828408765
20.0,2635.439030158038
21.0,2426.0306308979934
22.0,2373.7288257647247
23.0,2184.549316615407
24.0,2177.1327701139526
25.0,2150.9316555498167
26.0,1984.2112272537786
27.0,2018.8787711065568
28.0,1875.3715805207735
29.0,1822.0172403724582
30.0,1726.8451042850718
31.0,1809.9298268214416
32.0,1615.1610955701346
33.0,1477.1302640193987
34.0,1513.2539521441477
35.0,1322.032485031963
36.0,1326.1974986568127
37.0,1139.2994763928482
38.0,1099.6587233539608
39.0,1098.3633217997437
40.0,1046.2562202141996
41.0,945.7726804020247
42.0,859.0830140146699
43.0,777.6151188047608
44.0,665.156165716318
45.0,616.6499473282711
46.0,550.4414514044421
47.0,511.51832445339727
48.0,418.7518350682591
49.0,308.09237560540026
50.0,265.6396117944561
51.0,182.70529909519664
52.0,111.0
